StockCode,Quantity,InvoiceDate
21212,24,27-02-2023
85123A,7,27-03-2023
85123A,32,27-03-2023
85123A,6,27-03-2023
85099B,-1,27-03-2023
84879,8,27-03-2023
85123A,6,27-03-2023
21212,24,27-03-2023
85123A,6,27-03-2023
84991,1,27-03-2023
21212,1,27-03-2023
21977,1,27-03-2023
21212,2,27-03-2023
84991,1,27-03-2023
85123A,3,27-03-2023
85123A,6,27-03-2023
85123A,5,27-03-2023
21212,1,27-03-2023
22197,21,27-03-2023
85123A,6,27-03-2023
84991,1,27-03-2023
85099B,20,27-04-2022
21212,24,27-04-2022
21212,120,27-04-2022
84879,48,27-04-2022
84879,16,27-04-2022
85123A,6,27-04-2022
84879,8,27-04-2022
85123A,9,27-04-2022
84879,32,27-04-2022
85123A,18,27-04-2022
85099B,10,27-04-2022
21977,24,27-04-2022
85123A,6,27-04-2022
84879,16,27-04-2022
21977,24,27-04-2022
21212,24,27-04-2022
84991,24,27-04-2022
22197,10,27-04-2022
85123A,12,27-04-2022
85099B,10,27-04-2022
22197,20,27-04-2022
85123A,6,27-04-2022
85099B,10,27-04-2022
21212,24,27-04-2022
84991,24,27-04-2022
85099B,1,27-04-2022
85123A,64,27-04-2022
84879,6,27-04-2022
22197,9,27-04-2022
85099B,10,27-04-2022
84879,16,27-04-2022
84991,24,27-04-2022
84077,48,27-04-2022
84879,24,27-04-2022
85123A,8,27-04-2022
84991,24,27-04-2022
21212,24,27-04-2022
21977,24,27-04-2022
85099B,10,27-04-2022
85099B,10,27-04-2022
21212,24,27-04-2022
85123A,18,27-04-2022
85099B,10,27-04-2022
84879,24,27-04-2022
85123A,12,27-04-2022
85123A,4,27-04-2022
85099B,2,27-04-2022
85123A,32,27-04-2022
22197,24,27-04-2022
85099B,20,27-04-2022
85123A,32,27-04-2022
22197,1,27-04-2022
21212,2,27-04-2022
85123A,11,27-04-2022
84879,16,27-04-2022
84879,8,27-04-2023
85099B,1,27-04-2023
21212,24,27-04-2023
21977,8,27-04-2023
85099B,10,27-04-2023
85099B,3,27-04-2023
17003,108,27-04-2023
85123A,6,27-04-2023
85099B,10,27-04-2023
22197,10,27-04-2023
22492,36,27-04-2023
85099B,10,27-04-2023
84991,24,27-04-2023
21212,24,27-04-2023
22197,10,27-04-2023
84991,2,27-04-2023
21212,2,27-04-2023
85123A,4,27-04-2023
22197,10,27-04-2023
21977,1,27-04-2023
84991,2,27-04-2023
21212,2,27-04-2023
85123A,2,27-04-2023
22197,6,27-04-2023
85123A,6,27-04-2023
85123A,12,27-04-2023
84879,48,27-04-2023
85099B,20,27-04-2023
22197,24,27-04-2023
85123A,32,27-04-2023
84879,32,27-04-2023
85099B,10,27-04-2023
85123A,6,27-04-2023
84077,1152,27-04-2023
85099B,3,27-04-2023
85123A,3,27-04-2023
21212,1,27-04-2023
85123A,2,27-04-2023
84879,32,27-05-2022
85123A,6,27-05-2022
84879,16,27-05-2022
84879,6,27-05-2022
85123A,6,27-05-2022
84991,1,27-05-2022
85099B,2,27-05-2022
85123A,2,27-05-2022
85099B,100,27-05-2022
21212,120,27-05-2022
84077,48,27-05-2022
84879,32,27-05-2022
85123A,6,27-05-2022
84879,160,27-05-2022
84991,1,27-05-2022
21977,1,27-05-2022
22197,6,27-05-2022
85123A,32,27-05-2022
85123A,32,27-05-2022
85123A,3,27-05-2022
85099B,5,27-05-2022
84879,8,27-05-2022
21212,2,27-05-2022
84991,6,27-05-2022
85123A,-1,27-05-2022
21977,48,27-05-2022
85123A,32,27-05-2022
17003,18,27-05-2022
85099B,2,27-05-2022
85099B,1,27-05-2022
85123A,3,27-05-2022
84879,8,27-05-2022
85123A,32,27-05-2022
85099B,10,27-05-2022
85099B,10,27-05-2022
85123A,6,27-05-2022
85123A,32,27-05-2022
84077,288,27-05-2022
85123A,2,27-05-2022
85123A,6,27-05-2022
85123A,6,27-05-2022
85123A,64,27-05-2022
84077,48,27-05-2022
85099B,1,27-05-2022
85099B,10,27-05-2022
85099B,10,27-05-2022
84991,24,27-05-2022
21212,24,27-05-2022
21212,24,27-05-2022
85099B,20,27-05-2022
84879,16,27-05-2022
84879,8,27-05-2022
21977,24,27-05-2022
22197,12,27-05-2022
84991,120,27-05-2022
21212,120,27-05-2022
85123A,6,27-05-2022
85123A,10,27-05-2022
85123A,4,27-05-2022
84991,5,27-05-2022
21212,6,27-05-2022
85099B,1,27-05-2022
85123A,10,27-05-2022
85099B,10,27-05-2023
21212,24,27-05-2023
21977,24,27-05-2023
84879,8,27-05-2023
84879,8,27-05-2023
22197,4300,27-05-2023
85099B,-1,27-05-2023
85099B,10,27-05-2023
84991,24,27-05-2023
22197,-1,27-05-2023
21212,10,27-05-2023
84991,9,27-05-2023
84991,24,27-05-2023
84077,48,27-05-2023
85123A,10,27-05-2023
21212,24,27-05-2023
84991,48,27-05-2023
85123A,12,27-05-2023
85099B,10,27-05-2023
21212,54,27-05-2023
85099B,5,27-05-2023
22197,8,27-05-2023
85099B,4,27-05-2023
85099B,2,27-05-2023
22197,4,27-05-2023
85099B,2,27-05-2023
22197,2,27-05-2023
85099B,1,27-05-2023
21212,24,27-05-2023
21977,24,27-05-2023
85123A,12,27-06-2022
85123A,32,27-06-2022
85123A,2,27-06-2022
21212,2,27-06-2022
85099B,1,27-06-2022
85123A,1,27-06-2022
85099B,10,27-06-2022
84991,24,27-06-2022
85099B,2,27-06-2022
22197,4,27-06-2022
85123A,32,27-06-2022
21212,1,27-06-2022
84991,1,27-06-2022
21977,1,27-06-2022
21212,1,27-06-2022
21977,1,27-06-2022
84991,1,27-06-2022
85099B,100,27-06-2022
22197,2,27-06-2022
84991,8,27-06-2022
22197,8,27-06-2022
85123A,10,27-06-2022
22492,36,27-06-2022
84077,96,27-06-2022
17003,72,27-06-2022
85123A,7,27-06-2022
84879,24,27-06-2022
84879,8,27-06-2022
85123A,32,27-06-2022
84879,8,27-06-2022
85123A,32,27-06-2022
85123A,6,27-06-2022
84991,1,27-06-2022
21212,1,27-06-2022
21212,24,27-06-2022
85123A,20,27-06-2022
22197,1,27-06-2022
85123A,64,27-06-2022
85099B,10,27-06-2022
84077,144,27-06-2022
22197,12,27-06-2023
84077,48,27-06-2023
85099B,10,27-06-2023
84879,8,27-06-2023
84879,8,27-06-2023
22197,7,27-06-2023
85099B,4,27-06-2023
85099B,2,27-06-2023
22197,6,27-06-2023
22197,1,27-06-2023
85099B,1,27-06-2023
21977,36,27-06-2023
21212,36,27-06-2023
84879,36,27-06-2023
85123A,64,27-06-2023
22197,4,27-06-2023
85123A,1,27-06-2023
17003,14,27-06-2023
84991,1,27-06-2023
21977,1,27-06-2023
22197,30,27-06-2023
85099B,10,27-06-2023
85099B,100,27-06-2023
21977,2,27-06-2023
84991,2,27-06-2023
85099B,10,27-06-2023
84879,16,27-06-2023
84879,8,27-06-2023
85123A,1,27-06-2023
85099B,100,27-06-2023
85123A,32,27-07-2022
84879,48,27-07-2022
22492,36,27-07-2022
85123A,12,27-07-2022
84879,56,27-07-2022
85123A,3,27-07-2022
22492,36,27-07-2022
85099B,20,27-07-2022
84077,96,27-07-2022
84879,8,27-07-2022
22197,12,27-07-2022
21212,24,27-07-2022
85123A,10,27-07-2022
22197,36,27-07-2022
85123A,12,27-07-2022
85099B,10,27-07-2022
85099B,2,27-07-2022
21212,2,27-07-2022
21212,1,27-07-2022
22197,4,27-07-2022
22492,36,27-07-2023
22197,24,27-07-2023
84879,16,27-07-2023
85099B,10,27-07-2023
85123A,6,27-07-2023
84991,24,27-07-2023
21977,24,27-07-2023
85123A,32,27-07-2023
84879,16,27-07-2023
21977,24,27-07-2023
22492,72,27-07-2023
84879,8,27-07-2023
85123A,3,27-07-2023
22197,48,27-07-2023
21212,48,27-07-2023
84991,96,27-07-2023
84077,48,27-07-2023
85099B,20,27-07-2023
85099B,100,27-07-2023
85123A,4,27-07-2023
85099B,1,27-07-2023
85099B,10,27-07-2023
84879,16,27-07-2023
85123A,6,27-07-2023
84991,24,27-07-2023
22492,36,27-07-2023
85123A,6,27-07-2023
84077,1,27-07-2023
85099B,1,27-07-2023
85123A,1,27-07-2023
21977,2,27-07-2023
21977,1,27-07-2023
84991,2,27-07-2023
85099B,20,27-07-2023
22492,1,27-08-2022
84077,6,27-08-2022
84991,1,27-08-2022
85123A,2,27-08-2022
21212,1,27-08-2022
85123A,12,27-08-2022
22197,12,27-08-2022
85123A,6,27-08-2022
84991,24,27-08-2022
21212,24,27-08-2022
84077,48,27-08-2022
85123A,6,27-08-2022
84879,8,27-08-2022
85123A,4,27-08-2022
85123A,3,27-08-2022
85123A,5,27-08-2022
85123A,12,27-08-2022
84879,8,27-08-2022
22197,2,27-08-2022
22197,6,27-08-2022
85123A,1,27-08-2022
84991,24,27-09-2022
84879,8,27-09-2022
21212,120,27-09-2022
85099B,100,27-09-2022
84991,24,27-09-2022
21212,24,27-09-2022
85123A,6,27-09-2022
21977,24,27-09-2022
84991,24,27-09-2022
21212,24,27-09-2022
22492,108,27-09-2022
21212,24,27-09-2022
84991,24,27-09-2022
85099B,10,27-09-2022
21212,24,27-09-2022
21212,24,27-09-2022
85099B,1,27-09-2022
85123A,2,27-09-2022
85099B,9,27-09-2022
22197,1,27-09-2022
84991,24,27-09-2022
21212,24,27-09-2022
22197,24,27-09-2022
85123A,32,27-09-2022
85123A,12,27-09-2022
84879,48,27-09-2022
85123A,32,27-09-2022
84991,5,27-09-2022
22492,36,27-09-2022
17003,4,27-09-2022
21212,12,27-09-2022
21977,12,27-09-2022
84991,12,27-09-2022
85099B,100,27-09-2022
21977,24,27-09-2022
84077,96,27-09-2022
17003,50,27-09-2022
21977,24,27-09-2022
84991,48,27-09-2022
22197,12,27-09-2022
21212,24,27-09-2022
22492,72,27-09-2022
85099B,20,27-09-2022
85123A,32,27-09-2022
84991,24,27-09-2022
21977,24,27-09-2022
84077,2,27-09-2022
22197,1,27-09-2022
21212,1,27-09-2022
84991,2,27-09-2022
85099B,1,27-09-2022
84879,8,27-09-2022
17003,9,27-09-2022
21212,4,27-09-2022
22197,5,27-09-2022
85123A,12,27-09-2022
84879,16,27-09-2022
22197,50,27-09-2023
22492,-35,27-09-2023
21212,24,27-09-2023
84879,8,27-09-2023
22197,15,27-09-2023
21212,17,27-09-2023
85099B,22,27-09-2023
84879,8,27-09-2023
85099B,2,27-09-2023
85123A,3,27-09-2023
85099B,10,27-09-2023
84879,8,27-09-2023
84879,16,27-09-2023
85099B,10,27-09-2023
85099B,110,27-09-2023
22492,72,27-09-2023
21977,48,27-09-2023
21212,24,27-09-2023
84077,48,27-09-2023
85123A,1,27-09-2023
22197,4,27-09-2023
85099B,10,27-09-2023
85099B,10,27-09-2023
84879,8,27-09-2023
84879,16,27-09-2023
84077,96,27-09-2023
85123A,12,27-09-2023
21977,24,27-09-2023
21212,24,27-09-2023
22197,16,27-09-2023
84879,10,27-09-2023
85123A,1,27-09-2023
85123A,6,27-10-2022
85123A,64,27-10-2022
84077,48,27-10-2022
85123A,6,27-10-2022
21212,24,27-10-2022
84991,24,27-10-2022
21977,24,27-10-2022
85123A,4,27-10-2022
21977,24,27-10-2022
85123A,2,27-10-2022
85099B,10,27-10-2022
85123A,12,27-10-2022
84879,8,27-10-2022
21212,48,27-10-2022
84991,48,27-10-2022
21212,120,27-10-2022
84879,16,27-10-2022
17003,36,27-10-2022
85123A,3,27-10-2022
21977,1,27-10-2022
22197,1,27-10-2022
22492,2,27-10-2022
84991,1,27-10-2022
21212,2,27-10-2022
22197,12,27-10-2022
85123A,6,27-10-2022
84991,1,27-10-2022
85099B,2,27-10-2022
22492,36,27-10-2022
85123A,3,27-10-2022
21212,1,27-10-2022
84991,1,27-10-2022
85123A,64,27-10-2022
85099B,50,27-10-2022
22492,36,27-10-2023
85123A,12,27-10-2023
85099B,10,27-10-2023
84077,48,27-10-2023
22492,36,27-10-2023
17003,720,27-10-2023
84879,16,27-10-2023
84077,4800,27-10-2023
21212,24,27-10-2023
84879,8,27-10-2023
85123A,24,27-10-2023
85099B,20,27-10-2023
84991,1,27-10-2023
21977,2,27-10-2023
84991,1,27-10-2023
22492,36,27-10-2023
21977,1,27-10-2023
85099B,1,27-10-2023
22197,12,27-10-2023
85123A,6,27-10-2023
85099B,10,27-10-2023
22197,12,27-10-2023
85123A,36,27-10-2023
22197,3,27-10-2023
85123A,32,27-10-2023
84991,6,27-10-2023
21212,3,27-10-2023
21977,3,27-10-2023
17003,36,27-10-2023
21212,24,27-10-2023
22197,12,27-10-2023
84879,8,27-10-2023
21977,1,27-10-2023
22197,3,27-10-2023
85123A,1,27-10-2023
85123A,6,27-10-2023
84879,8,27-10-2023
17003,720,27-10-2023
22197,5,27-10-2023
84991,6,27-10-2023
21212,6,27-10-2023
21212,4,27-10-2023
21977,4,27-10-2023
22197,15,27-11-2023
85099B,4,27-11-2023
84879,8,27-11-2023
85099B,20,27-11-2023
21977,4,27-11-2023
84077,96,27-11-2023
85123A,4,27-11-2023
84991,1,27-11-2023
84991,1,27-11-2023
85099B,3,27-11-2023
22197,2,27-11-2023
17003,36,27-11-2023
22197,1,27-11-2023
22197,2,27-11-2023
21212,13,27-11-2023
22197,3,27-11-2023
21977,1,27-11-2023
21977,2,27-11-2023
84991,2,27-11-2023
21212,2,27-11-2023
17003,36,27-11-2023
22197,6,27-11-2023
84991,1,27-11-2023
85123A,1,27-11-2023
17003,36,27-11-2023
85123A,1,27-11-2023
21977,2,27-11-2023
85099B,1,27-11-2023
84991,3,27-11-2023
22197,18,27-11-2023
85123A,2,27-11-2023
17003,36,27-11-2023
21977,2,27-11-2023
84991,2,27-11-2023
21212,24,28-01-2022
21212,24,28-01-2022
21977,48,28-01-2022
84991,48,28-01-2022
85123A,1,28-01-2022
85123A,-6,28-01-2022
84991,24,28-01-2022
21212,24,28-01-2022
85099B,10,28-01-2022
21977,48,28-01-2022
85123A,32,28-01-2022
84879,32,28-01-2022
85123A,5,28-01-2022
22197,10,28-01-2022
85099B,10,28-01-2022
21212,24,28-01-2022
85099B,20,28-01-2022
84077,48,28-01-2022
84991,24,28-01-2022
21212,24,28-01-2022
21212,24,28-01-2022
22197,36,28-01-2022
17003,12,28-01-2022
85123A,96,28-01-2022
21212,24,28-01-2022
84991,24,28-01-2022
85123A,32,28-01-2022
85123A,6,28-01-2022
85099B,10,28-01-2022
85099B,1,28-01-2022
85123A,-1,28-01-2022
22197,6,28-01-2022
21977,2,28-01-2022
84991,2,28-01-2022
85123A,4,28-01-2022
85123A,-3,28-01-2023
22492,576,28-01-2023
84077,48,28-01-2023
22492,72,28-01-2023
85123A,12,28-01-2023
22197,12,28-01-2023
85123A,12,28-01-2023
84879,8,28-01-2023
85123A,5,28-01-2023
84879,8,28-01-2023
85123A,6,28-01-2023
84879,16,28-01-2023
21212,15,28-01-2023
84991,2,28-01-2023
85123A,32,28-01-2023
84991,1,28-01-2023
21212,1,28-01-2023
85099B,1,28-01-2023
85123A,1,28-01-2023
84879,8,28-01-2023
22197,12,28-01-2023
85099B,10,28-02-2022
85123A,1,28-02-2022
85099B,2,28-02-2022
84991,120,28-02-2022
85123A,20,28-02-2022
21977,2,28-02-2022
21212,2,28-02-2022
84991,3,28-02-2022
22197,11,28-02-2022
84077,48,28-02-2022
84991,1,28-02-2022
85123A,15,28-02-2022
84879,16,28-02-2022
85099B,20,28-02-2022
21977,24,28-02-2022
21212,24,28-02-2022
21212,24,28-02-2022
85123A,15,28-02-2022
21212,144,28-02-2022
85123A,3,28-02-2022
85123A,15,28-02-2022
84879,13,28-02-2022
21977,2,28-02-2022
84991,5,28-02-2022
85123A,4,28-02-2022
84991,1,28-02-2022
21212,1,28-02-2022
84879,8,28-02-2022
85123A,3,28-02-2022
22197,2,28-02-2022
85099B,10,28-02-2022
85123A,3,28-02-2022
85123A,4,28-02-2022
22197,10,28-02-2022
85123A,10,28-02-2022
22197,2,28-02-2022
85099B,20,28-02-2023
85123A,6,28-02-2023
22197,2,28-02-2023
21212,1,28-02-2023
85123A,2,28-02-2023
21212,24,28-02-2023
21212,24,28-02-2023
21977,24,28-02-2023
21977,1,28-02-2023
84991,1,28-02-2023
85123A,1,28-02-2023
85123A,2,28-02-2023
85099B,20,28-02-2023
21977,24,28-02-2023
21212,24,28-02-2023
85123A,6,28-02-2023
85099B,10,28-02-2023
21977,24,28-02-2023
21212,24,28-02-2023
84991,24,28-02-2023
85123A,6,28-02-2023
22197,24,28-02-2023
21977,48,28-02-2023
85099B,10,28-02-2023
85123A,6,28-02-2023
84879,4,28-02-2023
21212,3,28-02-2023
85099B,10,28-02-2023
21212,3,28-02-2023
21977,1,28-02-2023
85099B,4,28-02-2023
85123A,1,28-02-2023
85123A,7,28-02-2023
21977,3,28-02-2023
22197,1,28-02-2023
22197,2,28-02-2023
84879,16,28-02-2023
84991,1,28-02-2023
21212,1,28-02-2023
85099B,10,28-02-2023
85123A,6,28-03-2022
84077,48,28-03-2022
84991,4,28-03-2022
85123A,4,28-03-2022
84991,48,28-03-2022
21977,48,28-03-2022
21212,48,28-03-2022
21977,5,28-03-2022
21212,7,28-03-2022
84991,16,28-03-2022
85123A,2,28-03-2022
84991,24,28-03-2022
84991,24,28-03-2022
84879,8,28-03-2022
84879,8,28-03-2022
85123A,3,28-03-2022
85123A,10,28-03-2022
84879,8,28-03-2022
84879,8,28-03-2022
84879,6,28-03-2022
84991,24,28-03-2022
21977,24,28-03-2022
85123A,4,28-03-2022
22197,2,28-03-2022
84077,2,28-03-2022
84077,1,28-03-2022
85123A,1,28-03-2022
22197,2,28-03-2022
21977,6,28-03-2022
84077,48,28-03-2022
84879,40,28-03-2022
22197,12,28-03-2022
21212,24,28-03-2022
85123A,3,28-03-2022
85123A,6,28-03-2022
84879,16,28-03-2022
85099B,10,28-03-2022
84991,24,28-03-2022
21212,24,28-03-2022
84879,8,28-03-2022
84077,48,28-03-2022
85123A,3,28-03-2022
22197,2,28-03-2022
85123A,32,28-03-2022
85099B,100,28-03-2022
21212,2,28-03-2022
21977,2,28-03-2022
85099B,2,28-03-2022
21212,8,28-03-2022
21977,4,28-03-2022
85099B,5,28-03-2022
85123A,6,28-03-2022
21977,24,28-03-2022
21212,24,28-03-2022
22492,36,28-03-2023
21977,24,28-03-2023
84879,8,28-03-2023
84991,24,28-03-2023
85099B,10,28-03-2023
84077,48,28-03-2023
85123A,6,28-03-2023
84991,24,28-03-2023
21977,24,28-03-2023
84077,48,28-03-2023
22197,12,28-03-2023
21212,24,28-03-2023
84991,24,28-03-2023
21977,24,28-03-2023
85123A,1,28-03-2023
22197,4,28-03-2023
84991,1,28-03-2023
85099B,20,28-03-2023
85123A,6,28-03-2023
22197,20,28-03-2023
84991,3,28-03-2023
85099B,2,28-03-2023
85099B,10,28-03-2023
21977,4,28-03-2023
85123A,12,28-03-2023
84879,16,28-03-2023
84879,16,28-03-2023
84879,16,28-03-2023
21977,1,28-03-2023
21212,1,28-03-2023
84879,32,28-03-2023
85123A,18,28-03-2023
85099B,100,28-03-2023
21212,24,28-03-2023
84879,8,28-03-2023
21212,1,28-03-2023
84991,1,28-03-2023
85099B,1,28-03-2023
22197,2,28-03-2023
85123A,1,28-03-2023
85123A,32,28-04-2022
21212,72,28-04-2022
21977,24,28-04-2022
84991,48,28-04-2022
85123A,12,28-04-2022
85123A,6,28-04-2022
85123A,32,28-04-2022
84879,8,28-04-2022
85099B,150,28-04-2022
85099B,100,28-04-2022
84879,8,28-04-2022
85123A,12,28-04-2022
84991,24,28-04-2022
21212,120,28-04-2022
85123A,-1,28-04-2022
85099B,10,28-04-2022
85123A,7,28-04-2022
84077,48,28-04-2022
84077,48,28-04-2022
21212,3,28-04-2022
22197,4,28-04-2022
84879,8,28-04-2022
85123A,64,28-04-2022
84879,32,28-04-2022
85099B,10,28-04-2022
84991,24,28-04-2022
21212,24,28-04-2022
85123A,160,28-04-2022
85099B,200,28-04-2022
22197,6,28-04-2022
21977,24,28-04-2022
21212,24,28-04-2022
85099B,10,28-04-2022
84991,24,28-04-2022
85123A,6,28-04-2022
85123A,1,28-04-2022
85123A,4,28-04-2022
85099B,10,28-04-2022
21977,24,28-04-2022
84879,5,28-04-2022
85099B,2,28-04-2022
85123A,9,28-04-2022
21212,1,28-04-2022
85123A,1,28-04-2022
84879,8,28-04-2022
85099B,10,28-04-2022
84991,1,28-04-2022
84991,1,28-04-2022
85123A,2,28-04-2022
21977,24,28-04-2022
21212,24,28-04-2022
84077,240,28-04-2022
21212,24,28-04-2022
22197,12,28-04-2022
85099B,10,28-04-2022
21977,24,28-04-2022
21212,24,28-04-2022
84879,16,28-04-2022
84879,80,28-04-2022
22197,12,28-04-2022
85099B,20,28-04-2022
85123A,4,28-04-2022
85123A,6,28-04-2022
21212,24,28-04-2022
21977,24,28-04-2022
85099B,10,28-04-2023
84077,48,28-04-2023
17003,144,28-04-2023
85123A,32,28-04-2023
85123A,12,28-04-2023
21212,24,28-04-2023
21212,24,28-04-2023
21977,24,28-04-2023
85123A,6,28-04-2023
84879,32,28-04-2023
84879,8,28-04-2023
21977,24,28-04-2023
21212,24,28-04-2023
84991,24,28-04-2023
85099B,10,28-04-2023
85123A,4,28-04-2023
84077,48,28-04-2023
85099B,10,28-04-2023
84879,8,28-04-2023
85123A,12,28-04-2023
84077,48,28-04-2023
22492,36,28-04-2023
21977,24,28-04-2023
85123A,32,28-04-2023
84991,120,28-04-2023
84077,48,28-04-2023
84879,8,28-04-2023
84879,8,28-04-2023
85099B,1,28-04-2023
85123A,13,28-04-2023
21212,1,28-04-2023
84991,2,28-04-2023
21212,2,28-04-2023
85099B,2,28-04-2023
21212,24,28-04-2023
21977,24,28-04-2023
21212,2,28-05-2022
85123A,5,28-05-2022
22197,24,28-05-2022
22492,36,28-05-2022
85123A,6,28-05-2022
85123A,6,28-05-2022
85123A,6,28-05-2022
21977,24,28-05-2022
21212,48,28-05-2022
84879,8,28-05-2022
85099B,10,28-05-2022
21212,24,28-05-2022
85123A,32,28-05-2022
21977,24,28-05-2022
21212,24,28-05-2022
84077,48,28-05-2022
85123A,1,28-05-2022
22492,108,28-05-2022
84879,8,28-05-2022
85123A,6,28-05-2022
21977,24,28-05-2022
84991,24,28-05-2022
21977,24,28-05-2022
85123A,12,28-05-2022
85099B,10,28-05-2022
22492,36,28-05-2022
85099B,10,28-05-2022
85099B,2,28-05-2022
22197,1,28-05-2022
84879,8,28-05-2022
85123A,1,28-05-2022
84879,160,28-06-2022
85099B,200,28-06-2022
85123A,320,28-06-2022
84991,120,28-06-2022
21212,120,28-06-2022
85099B,10,28-06-2022
84077,48,28-06-2022
21212,2,28-06-2022
21212,24,28-06-2022
85099B,5,28-06-2022
85099B,3,28-06-2022
85123A,1,28-06-2022
85123A,6,28-06-2022
84991,24,28-06-2022
21212,24,28-06-2022
84991,1,28-06-2022
85099B,3,28-06-2022
84991,120,28-06-2022
84991,120,28-06-2022
21977,120,28-06-2022
21977,120,28-06-2022
21212,120,28-06-2022
21977,24,28-06-2022
84991,24,28-06-2022
22197,12,28-06-2022
85123A,6,28-06-2022
84991,24,28-06-2022
22197,2,28-06-2022
21212,24,28-06-2022
84077,48,28-06-2022
85099B,10,28-06-2022
85123A,12,28-06-2022
84077,48,28-06-2022
85123A,2,28-06-2022
84991,2,28-06-2022
85123A,4,28-06-2022
21212,1,28-06-2022
85099B,5,28-06-2022
84879,8,28-06-2022
21212,72,28-06-2022
21212,24,28-06-2022
85123A,1,28-06-2022
85099B,5,28-06-2022
21212,1,28-06-2022
85099B,40,28-06-2022
85123A,6,28-06-2022
85123A,6,28-06-2022
85123A,198,28-06-2022
85099B,3,28-06-2022
85099B,10,28-06-2022
85099B,1,28-06-2022
21212,24,28-06-2022
84991,24,28-06-2022
85123A,6,28-06-2022
21212,24,28-06-2022
21977,24,28-06-2022
84991,24,28-06-2022
22197,12,28-06-2022
85099B,10,28-06-2023
85099B,200,28-06-2023
85123A,12,28-06-2023
84879,8,28-06-2023
85099B,7,28-06-2023
22197,1,28-06-2023
85099B,2,28-06-2023
84879,16,28-06-2023
22492,36,28-06-2023
22197,25,28-06-2023
21212,24,28-06-2023
21977,24,28-06-2023
84991,24,28-06-2023
85123A,1,28-06-2023
85099B,1,28-06-2023
22197,14,28-06-2023
22197,16,28-06-2023
84077,96,28-06-2023
21212,29,28-06-2023
84879,16,28-06-2023
85099B,3,28-06-2023
85099B,10,28-07-2022
21212,24,28-07-2022
84879,160,28-07-2022
84879,8,28-07-2022
22492,36,28-07-2022
85123A,36,28-07-2022
21212,48,28-07-2022
21977,48,28-07-2022
84991,48,28-07-2022
22197,48,28-07-2022
21212,24,28-07-2022
84879,40,28-07-2022
84879,8,28-07-2022
85099B,10,28-07-2022
85099B,2,28-07-2022
21212,24,28-07-2022
84991,24,28-07-2022
85123A,32,28-07-2022
85123A,-1,28-07-2022
85099B,30,28-07-2022
85123A,4,28-07-2022
85123A,8,28-07-2022
85099B,10,28-07-2022
84077,48,28-07-2022
85099B,10,28-07-2022
21212,24,28-07-2022
84991,24,28-07-2022
21212,24,28-07-2022
21977,24,28-07-2022
85099B,3,28-07-2022
85123A,5,28-07-2022
84991,24,28-07-2022
21212,24,28-07-2022
85123A,4,28-07-2022
84991,24,28-07-2022
22197,5,28-07-2022
84879,8,28-07-2022
85123A,6,28-07-2022
85123A,6,28-07-2022
84991,24,28-07-2022
21212,24,28-07-2022
85123A,12,28-07-2022
84991,24,28-07-2022
85099B,2,28-07-2022
84879,8,28-07-2022
22197,6,28-07-2022
21212,24,28-07-2023
84879,8,28-07-2023
85123A,6,28-07-2023
84077,96,28-07-2023
84077,48,28-07-2023
21977,24,28-07-2023
84991,24,28-07-2023
85099B,10,28-07-2023
85123A,3,28-07-2023
22197,4,28-07-2023
21977,3,28-07-2023
84991,24,28-07-2023
21212,24,28-07-2023
21977,24,28-07-2023
85099B,10,28-07-2023
84879,16,28-07-2023
85099B,6,28-07-2023
84077,48,28-07-2023
84879,8,28-07-2023
84879,8,28-07-2023
84991,24,28-07-2023
21977,24,28-07-2023
22197,12,28-07-2023
21977,24,28-07-2023
84077,48,28-07-2023
84077,-48,28-07-2023
85099B,2,28-07-2023
85123A,1,28-07-2023
84879,16,28-07-2023
21212,1,28-07-2023
22197,2,28-07-2023
84991,2,28-07-2023
84879,8,28-07-2023
84879,3,28-07-2023
85123A,480,28-07-2023
84879,3,28-07-2023
84879,16,28-07-2023
21212,1,28-07-2023
21977,1,28-07-2023
85099B,10,28-07-2023
84077,48,28-07-2023
85099B,10,28-07-2023
22492,36,28-08-2023
85123A,2,28-08-2023
85123A,3,28-08-2023
84879,8,28-08-2023
85123A,2,28-08-2023
84879,4,28-08-2023
21977,1,28-08-2023
84879,32,28-08-2023
85123A,5,28-08-2023
85123A,2,28-08-2023
21212,1,28-08-2023
84991,1,28-08-2023
22492,36,28-08-2023
84077,48,28-08-2023
85099B,2,28-08-2023
21977,3,28-08-2023
21212,4,28-08-2023
84879,8,28-08-2023
85123A,8,28-08-2023
85123A,6,28-08-2023
85099B,6,28-08-2023
22197,18,28-08-2023
84077,48,28-08-2023
84879,8,28-08-2023
85123A,12,28-08-2023
85123A,2,28-08-2023
85099B,3,28-08-2023
17003,36,28-08-2023
17003,72,28-09-2022
84077,288,28-09-2022
85099B,60,28-09-2022
21212,24,28-09-2022
22197,21,28-09-2022
22197,6,28-09-2022
84879,16,28-09-2022
85123A,32,28-09-2022
85123A,32,28-09-2022
85099B,10,28-09-2022
85123A,96,28-09-2022
85099B,50,28-09-2022
22492,36,28-09-2022
22197,12,28-09-2022
85123A,6,28-09-2022
85123A,6,28-09-2022
21212,24,28-09-2022
84879,24,28-09-2022
85099B,10,28-09-2022
21212,24,28-09-2022
84879,24,28-09-2022
85099B,-1,28-09-2022
84879,16,28-09-2022
